Day of Week,Stop ID,Stop Name,Total On,Total Off,Total Activity,Cumulative Load,Wheelchair
,,,,,,,
Weekday,786282,Poplar St. (Eastbound Across Street From Buena Vista St.),1,2,3,42,0,37.402234,-79.135392
Weekday,786284,Pulaski St. (Hunt St. Dearington Apartments),1,2,3,64,0,37.417088,-79.162422
Weekday,786292,Rivermont Ave. (Eastbound Across From Vista Ave.),3,1,3,39,0,37.438692,-79.178641
Weekday,786294,Rivermont Ave. (Eastbound Corner Of Belmont St.),2,1,3,81,0,37.424684,-79.152803
Weekday,786296,Rivermont Ave. (Eastbound Corner Of Byrd St.),2,0,3,79,0,37.426300,-79.153270
Weekday,786300,Rivermont Ave. (Eastbound Corner Of Langhorne Rd.),2,0,3,37,0,37.438941,-79.181635
Weekday,786313,Rivermont Ave. (Westbound Across From Virginia Baptist Hopital),1,2,3,75,0,37.439333,-79.187651
Weekday,786314,Rivermont Ave. (Westbound Corner Of Ash St.),1,2,3,47,0,37.436160,-79.163484
Weekday,786319,Rivermont Ave. (Westbound Corner Of Fredonia Ave.),1,3,3,49,0,37.433186,-79.158032
Weekday,786332,Rivermont Ave. (Westbound In Front Of Randolph College),1,2,3,84,0,37.435276,-79.171641
Weekday,786333,Rivermont Ave. (Westbound In Front Of Woodstock Apartments),1,2,3,80,0,37.438091,-79.177251
Weekday,786368,Sussex St. (Northbound Across St. From Mccausland St.),2,1,3,17,0,37.391129,-79.181220
Weekday,786376,Tate Springs Rd. (Mcgurk House Stop),2,2,3,34,1,37.410183,-79.179814
Weekday,786377,Tate Springs Rd. (Northbound Before Holy Cross School),2,1,3,35,0,37.411292,-79.177939
Weekday,786379,Tate Springs Rd. (Southbound Across From Yorktown Ave.),2,1,3,39,0,37.412011,-79.177468
Weekday,786413,Twelfth St. (Eastbound Corner Of Taylor St.),1,2,3,70,0,37.407311,-79.149054
Weekday,786457,Wards Rd. (Southbound Infinity Tatoo),1,2,3,154,0,37.363865,-79.181998
Weekday,786474,Yorktown Ave. (Langview Apartments),1,1,3,40,0,37.411083,-79.175953
Weekday,2501912,Jackson Street and 3rd Street,2,1,3,68,1,37.416455,-79.153343
Weekday,2505491,Bank of the James,1,3,3,54,1,37.415565,-79.142795
Weekday,2505493,Downtown YMCA/Lighthouse Stop,1,2,3,57,0,37.410102,-79.139573
Weekday,3463386,Bedford Ave and Rivermont Ave,2,1,3,35,0,37.428818,-79.154448
Weekday,4147497,TIMBERLAKE RD/IN FRONT OF CR,1,3,3,25,0,37.355400,-79.221830
Weekday,4148401,LANGHORNE RD & 8TH ST (INBOU,0,3,3,69,0,37.406970,-79.160770
Weekday,785817,16th St. & Grace St. (Outbound),0,1,2,44,0,37.405417,-79.143921
Weekday,785818,16th St. & Monroe St. (Outbound),1,1,2,45,0,37.404478,-79.145508
