Day of Week,Stop ID,Stop Name,Total On,Total Off,Total Activity,Cumulative Load,Wheelchair,Lat,Lon
Sunday,786030,Florida Ave. (Southbound In Front Of Food Lion Closest To Campbell Ave.),1,1,2,15,0,37.381756,-79.132875
Sunday,786031,Florida Ave. (Southbound In Front Of Food Lion),0,2,2,15,0,37.383503,-79.132457
Sunday,786034,Fort Ave (Westbound Auto Zone Across From Thurman Avenue),2,0,2,82,0,37.399769,-79.162296
Sunday,786043,Fort Ave. (Northbound Across From Auto Zone),0,1,2,41,0,37.399398,-79.162488
Sunday,786048,Fort Ave. (Northbound Before Lindsay St.),1,0,2,46,0,37.377565,-79.184667
Sunday,786049,Fort Ave. (Northbound Before Mckinney Ave.),1,1,2,46,0,37.380018,-79.182553
Sunday,786051,Fort Ave. (Northbound Englewood St.),0,2,2,44,0,37.392820,-79.169446
Sunday,786056,Fort Ave. (Northbound Second City Stadium Stop),0,2,2,43,0,37.394367,-79.167788
Sunday,786061,Fort Ave. (Westbound Before East Grand Ave.),1,1,2,83,0,37.394340,-79.168018
Sunday,786064,Fort Ave. (Westbound East Grand Ave.),2,0,2,84,0,37.393207,-79.169210
Sunday,786076,Grace St. (Eastbound Across From Locust St.),1,1,2,29,0,37.403341,-79.142079
Sunday,786082,Grace St. (Southbound Corner Of Knight St.),2,1,2,29,0,37.403992,-79.143705
Sunday,786107,Kemper and 13th St,1,2,2,28,0,37.403339,-79.154050
Sunday,786118,Lakeside Dr. (Eastbound Walden Pond Apartments Stop),2,0,2,7,0,37.400338,-79.202360
Sunday,786124,Lakeside Dr. (Westbound Corner Of Forest Brook Rd.),1,1,2,14,0,37.399357,-79.208838
Sunday,786125,Lakeside Dr. (Westbound Corner Of Hood St.),1,1,2,15,0,37.402892,-79.179064
Sunday,786144,Langhorne Rd. (Eastbound Holy Cross Catholic School),0,2,2,34,0,37.413465,-79.177214
Sunday,786145,Langhorne Rd. (Eastbound In Front Of La Caretta),1,0,2,35,0,37.412488,-79.173025
Sunday,786147,Langhorne Rd. (Eastbound Main Entrance To Ec Glass High School),0,1,2,33,0,37.408778,-79.165346
Sunday,786149,Langhorne Rd. (Westbound Across From Avante Nursing And Rehab Center),0,2,2,46,0,37.413696,-79.182371
Sunday,786150,Langhorne Rd. (Westbound Across From Holy Cross School),1,1,2,46,0,37.413636,-79.177164
Sunday,786159,Langhorne. Sq. (Jefferson House),1,1,2,8,0,37.414597,-79.174826
Sunday,786170,Long Meadows Dr. (Southbound Wesly Apartments),1,1,2,18,0,37.373392,-79.198723
Sunday,786193,Memorial Ave. (Northbound Corner Of St. Augustine St.),1,1,2,24,0,37.400757,-79.168231
Sunday,786209,Oakley Ave. (Westbound Corner Of Norma St.),1,1,2,16,0,37.398821,-79.171092
Sunday,786230,Old Forest Rd. (Outbound Corner Of Timber Court),0,1,2,30,0,37.409351,-79.214888
Sunday,786232,Old Forest Rd. (Westbound Across From Biscuitville),0,1,2,30,0,37.410350,-79.213273
Sunday,786270,Park Ave. (Westbound In Front Of Park Ave. Baptist Church),1,2,2,28,0,37.404489,-79.163290
Sunday,786282,Poplar St. (Eastbound Across Street From Buena Vista St.),1,1,2,29,0,37.402234,-79.135392
Sunday,786292,Rivermont Ave. (Eastbound Across From Vista Ave.),2,0,2,14,0,37.438692,-79.178641
Sunday,786296,Rivermont Ave. (Eastbound Corner Of Byrd St.),2,0,2,36,0,37.426300,-79.153270
Sunday,786304,Rivermont Ave. (Eastbound Corner Of South Princeton Cir.),1,0,2,15,0,37.436634,-79.173568
Sunday,786310,Rivermont Ave. (Outbound Corner Of Woodson Ln.),1,1,2,19,0,37.431632,-79.155261
Sunday,786311,Rivermont Ave. (Westbound Across From Holly St.),1,1,2,18,0,37.433728,-79.159018
Sunday,786319,Rivermont Ave. (Westbound Corner Of Fredonia Ave.),0,1,2,19,0,37.433186,-79.158032
Sunday,786322,Rivermont Ave. (Westbound Corner Of Langhorne Rd.),1,2,2,34,0,37.439141,-79.181775
Sunday,786328,Rivermont Ave. (Westbound Corner Of West Princeton Cir.),2,0,2,35,0,37.437441,-79.174849
Sunday,786382,Tate Springs Rd. (Westbound Corner Of Langhorne Sq.),0,1,2,18,0,37.413732,-79.174389
Sunday,786411,Twelfth St. (Eastbound Corner Of Floyd St.),0,2,2,35,0,37.406336,-79.150814
Sunday,786418,Twelfth St. (Westbound Corner Of Floyd St.),1,1,2,26,0,37.406379,-79.150981
Sunday,786420,Twelfth St. (Westbound Corner Of Taylor St.),1,1,2,27,0,37.407209,-79.149491
Sunday,786432,Wadsworth St. (Westbound Corner Of Marsh St.),0,1,2,20,0,37.400973,-79.161965
Sunday,786447,Wards Rd. (Northbound In Front Of 'Cash Loans On Car Titles'),1,0,2,35,0,37.368960,-79.183110
Sunday,786453,Wards Rd. (Southbound Big-K),1,1,2,76,0,37.368376,-79.183175
Sunday,786457,Wards Rd. (Southbound Infinity Tatoo),0,2,2,71,0,37.363865,-79.181998
Sunday,786459,Wards Rd. (Southbound Wendy's Across From Burlington Coat Factory),0,1,2,80,0,37.373548,-79.184915
Sunday,786460,Wards Rd. (Southbound White Oak Dr.),0,2,2,80,0,37.374233,-79.185240
Sunday,2332129,Fifth St. (INBOUND Corner of Polk St.),1,1,2,30,0,37.413948,-79.152818
Sunday,2505491,Bank of the James,0,1,2,27,0,37.415565,-79.142795
Sunday,3463387,Buchanan and 11th St,0,1,2,25,0,37.405899,-79.154706
Sunday,3478097,Wadsworth St. Outbound (Across from Park View United Methodist Church),0,2,2,19,0,37.403013,-79.166838
Sunday,3880728,PERRYMONT AVE & THOMAS RD (O,1,1,2,22,0,37.392010,-79.188740
Sunday,4148401,LANGHORNE RD & 8TH ST (INBOU,0,2,2,31,0,37.406970,-79.160770
Sunday,785812,15Th St. & Buchanan St. (Outbound),0,0,1,28,0,37.402122,-79.151860
Sunday,785813,15Th St. & Pierce St. (Outbound),1,1,1,28,0,37.402707,-79.150791
Sunday,785817,16th St. & Grace St. (Outbound),0,1,1,28,0,37.405417,-79.143921
Sunday,785818,16th St. & Monroe St. (Outbound),0,0,1,28,0,37.404478,-79.145508
Sunday,785819,16th St. & Taylor St. (Outbound),0,1,1,28,0,37.403967,-79.146402
Sunday,785831,Atherholt Rd. (Eastbound New Doctor's Office Next To Piedmont Eye Center),1,0,1,23,0,37.408985,-79.175899
Sunday,785834,Bedford Ave. (Eastbound 7Eleven),1,0,1,10,0,37.434794,-79.167574
Sunday,785838,Bedford Ave. (Eastbound Corner Of Loudon St.),1,0,1,12,0,37.432214,-79.162509
Sunday,785840,Bedford Ave. (Inbound Corner Of Dinwiddie St.),1,0,1,16,0,37.429328,-79.155818
Sunday,785846,Bedford Ave. (Westbound Corner Of Hawes St.),0,1,1,21,0,37.432150,-79.162145
Sunday,785882,Buchanon St. (Telephone Pole In Front Of Storage Facility),0,1,1,39,0,37.405919,-79.154946
Sunday,785888,Cabell St. (Corner Of I St. Community Garden Stop),0,0,1,27,0,37.426674,-79.149081
Sunday,785890,Campbell Ave. (Eastbound Corner Of Dewitt St.),0,0,1,26,0,37.395377,-79.150824
Sunday,785892,Campbell Ave. (Eastbound Corner Of Edmunds St.),0,0,1,25,0,37.394153,-79.149678
Sunday,785894,Campbell Ave. (Eastbound Corner Of Fourteenth St.),0,1,1,26,0,37.399987,-79.155084
Sunday,785896,Campbell Ave. (Eastbound Corner Of Kent St.),0,1,1,23,0,37.387086,-79.143220
Sunday,785900,Campbell Ave. (Eastbound Corner Of School Ln.),0,1,1,20,0,37.382135,-79.138651
Sunday,785901,Campbell Ave. (Eastbound Corner Of South Durham St.),0,1,1,20,0,37.381553,-79.136871
Sunday,785902,Campbell Ave. (Eastbound Corner Of Thirteenth St.),0,0,1,26,0,37.401594,-79.156549
Sunday,785904,Campbell Ave. (Eastbound Corner Of Woodrow St.),0,1,1,14,0,37.380926,-79.135383
Sunday,785906,Campbell Ave. (Westbound Across From Thirteenth St.),0,0,1,24,0,37.401696,-79.156508
Sunday,785907,Campbell Ave. (Westbound Corner Of Dewitt St.),1,1,1,24,0,37.395321,-79.150605
Sunday,785908,Campbell Ave. (Westbound Corner Of Easley St.),1,0,1,23,0,37.389847,-79.146703
Sunday,785911,Campbell Ave. (Westbound Corner Of Idaho Ave.),1,0,1,22,0,37.387119,-79.142925
Sunday,785913,Campbell Ave. (Westbound Corner Of Mosby Ave.),1,0,1,24,0,37.391649,-79.147458
Sunday,785914,Campbell Ave. (Westbound Corner Of Otey St.),1,0,1,24,0,37.392898,-79.148327
Sunday,785919,Candler's Mt. Rd. (Southbound Beginning Of Trbc Parking Lot),0,1,1,60,0,37.363571,-79.171497
Sunday,785925,Candlers Station Shopping Center (Dollar Movie Theater),0,1,1,55,0,37.358949,-79.169626
Sunday,785936,Chambers St. (Lovell St. Dearington Apartments),1,1,1,17,0,37.417888,-79.163143
Sunday,785940,Chambers St. (Northbound Corner Of 5th St.),0,1,1,16,0,37.410387,-79.159824
Sunday,785942,Chambers St. (Northbound Lovell St. Dearington Apartments),0,0,1,16,0,37.417322,-79.163766
Sunday,785955,Clay St. (Northbound Corner Of Eleventh St.),1,0,1,18,0,37.411561,-79.143344
Sunday,785956,Clay St. (Southbound Corner Of Eleventh St.),0,1,1,23,0,37.411789,-79.143719
Sunday,785957,Clay St. (Southbound Corner Of Ninth St.),0,0,1,24,0,37.413430,-79.145213
Sunday,785958,Clear Brook Nursing Home (Off Hill St. Across From Birchwood Dr.),1,0,1,24,0,37.410597,-79.186032
Sunday,785966,Commerce St. (Westbound Corner Of 10th St.),0,0,1,30,0,37.414399,-79.140427
Sunday,785967,Commerce St. (Westbound Corner Of 10th St.),0,0,1,30,0,37.415935,-79.141794
Sunday,785970,D St. (Northbound Corner Of Cabell St.),0,1,1,29,0,37.422549,-79.146350
Sunday,785971,D St. (Northbound Right Off Of Rivermont At The Beginning Of The Bridge),0,1,1,27,0,37.421411,-79.148425
Sunday,785975,Eighth St. (Inbound Corner Of Jackson St.),1,0,1,23,0,37.412206,-79.149376
Sunday,785976,Eighth St. (Westbound Corner Of Federal St.),1,0,1,24,0,37.412747,-79.148398
Sunday,785977,Eighth St. (Westbound Corner Of Madison St.),1,0,1,9,0,37.413746,-79.146609
Sunday,785985,Eighth Street (Eastbound Corner Of Taylor St.),0,1,1,28,0,37.410523,-79.152229
Sunday,785988,Eldon St. (Southbound Corner Of Memorial Ave. Across Street From West Lynchburg Baptist Church),0,1,1,12,0,37.396725,-79.171175
Sunday,785989,Eldon St. (Westbound Corner Of Memorial Ave In Front Of West Lynchburg Baptist Church),0,1,1,23,0,37.396879,-79.171207
Sunday,786003,Federal St. (Westbound Corner Of 1St St. Across From True Holiness Church Of The Lord Jesus Christ),0,1,1,28,0,37.418655,-79.153826
Sunday,786006,Fereral St. (Eastbound Corner Where Roundabout Is),0,0,1,30,0,37.415468,-79.151131
Sunday,786009,Fifth St. (Westbound Corner Of Church St.),0,0,1,30,0,37.417539,-79.146487
Sunday,786010,Fifth St. (Westbound Corner Of Clay St.),0,1,1,30,0,37.416697,-79.147922
Sunday,786023,Florida Ave. (Northbound Corner Of Poplar St.),1,1,1,29,0,37.402442,-79.136861
Sunday,786027,Florida Ave. (Southbound Corner Of Elmhurst St.),0,0,1,16,0,37.390923,-79.133179
Sunday,786029,Florida Ave. (Southbound First Stop Past Bridge Over Tracks),0,0,1,17,0,37.384756,-79.132087
Sunday,786041,Fort Ave. (Eastbound Spring Hill Cemetary Lancaster St.),0,1,1,42,0,37.397536,-79.164467
Sunday,786047,Fort Ave. (Northbound After Harding St.),1,1,1,47,0,37.384581,-79.178161
Sunday,786050,Fort Ave. (Northbound Chesnut Hill United Methodist Church),0,0,1,47,0,37.382461,-79.180412
Sunday,786053,Fort Ave. (Northbound Liggates Rd.),0,0,1,47,0,37.386426,-79.176029
Sunday,786058,Fort Ave. (Westbound Across From Fenwick Dr.),0,0,1,18,0,37.368740,-79.199619
Sunday,786059,Fort Ave. (Westbound Across From Rutherford St.),1,1,1,84,0,37.391759,-79.170773
Sunday,786062,Fort Ave. (Westbound Biltmore Ave.),1,0,1,88,0,37.385359,-79.177495
Sunday,786067,Fort Ave. (Westbound Johnson Rd.),1,0,1,89,0,37.382330,-79.180732
Sunday,786069,Fort Ave. (Westbound New Hampshire Ave.),1,0,1,88,0,37.386106,-79.176666
Sunday,786071,Fort Ave. (Westbound Toledo Ave.),0,1,1,89,0,37.379950,-79.182821
Sunday,786079,Grace St. (Eastbound Corner Of Florida Ave.),1,1,1,29,0,37.401360,-79.137286
Sunday,786081,Grace St. (Southbound Corner Of 17Th St.),0,0,1,28,0,37.405054,-79.143657
Sunday,786101,HILL ST & LANGHORNE RD (INBO,0,1,1,33,0,37.413600,-79.185970
Sunday,786114,Lakeside Dr. (Eastbound In Front Of Central Virginia Physicians),1,0,1,6,0,37.399335,-79.207450
Sunday,786116,Lakeside Dr. (Eastbound Lynchburg College Stop),1,0,1,8,0,37.401679,-79.182628
Sunday,786122,Lakeside Dr. (Westbound Corner Of Countryplace Ln.),0,0,1,14,0,37.398694,-79.215551
Sunday,786126,Lakeside Dr. (Westbound First Stop Past Lemon Dr.),0,1,1,15,0,37.399893,-79.204063
Sunday,786135,Langhorne Ln. (Eastbound Corner Of Wingfield Ave.),1,0,1,12,0,37.396448,-79.177223
Sunday,786138,Langhorne Ln. (Westbound First Stop After Turning Off Eldon St.),0,0,1,23,0,37.397293,-79.172298
Sunday,786141,Langhorne Rd. (Eastbound Corner Of Atherholt Rd.),0,0,1,34,0,37.411817,-79.171260
Sunday,786142,Langhorne Rd. (Eastbound Corner Of Carrington Rd.),0,1,1,57,0,37.410903,-79.168879
Sunday,786154,Langhorne Rd. (Westbound Corner Of Hillcrest Ave.),1,1,1,46,0,37.410834,-79.168228
Sunday,786156,Langhorne Rd. (Westbound Law Offices Across From Jewish Synagogue),0,0,1,46,0,37.413616,-79.184493
Sunday,786157,Langhorne Rd. (Westbound Stop Before Intersection With Atherholt Rd.),0,1,1,46,0,37.411615,-79.170223
Sunday,786158,Langhorne Rd. (WestboundCorner Of Miller Dr.),1,1,1,47,0,37.408374,-79.164310
Sunday,786169,Long Meadows Dr. (Southbound Before Intersection With Fort Ave.),0,1,1,18,0,37.370811,-79.197249
Sunday,786173,Main St. (Corner Of Pearl St.),0,0,1,60,1,37.409636,-79.137567
Sunday,786179,Main St. (Intersection Of 11Th St.),0,0,1,29,0,37.413529,-79.141033
Sunday,786183,Main St. (Westbound Corner Of Washington St.),0,1,1,60,0,37.410470,-79.138284
Sunday,786202,Murrell Rd. (Westbound Apartments Right Off Of Langhorne Rd.),0,1,1,23,0,37.409502,-79.168645
Sunday,786203,Murrell Rd. (Westbound Corner Of Carrington Rd. ),0,0,1,23,0,37.408459,-79.170083
Sunday,786207,Oakley Ave. (Eastbound Corner Of Norma St.),0,1,1,9,0,37.398655,-79.171044
Sunday,786212,Oakley Avenue And Macon Street (Westbound),1,0,1,9,0,37.402468,-79.177249
Sunday,786219,Old Forest Rd. (Northbound Across From Timber Court),0,0,1,8,0,37.409035,-79.215135
Sunday,786226,Old Forest Rd. (Northbound In Front Of Dairy Queen),1,0,1,29,0,37.414465,-79.208310
Sunday,786228,Old Forest Rd. (Outbound Corner Of Devonshire Rd.),0,1,1,45,0,37.414022,-79.210982
Sunday,786243,Old Forest Rd. (Westbound In Front Of Mcdonalds),0,1,1,46,0,37.414582,-79.208821
Sunday,786265,Park Ave. (Outbound Corner Of Pierce St.),0,1,1,30,0,37.407252,-79.154834
Sunday,786267,Park Ave. (Westbound Across From Euclid Ave.),0,1,1,28,0,37.404304,-79.165293
Sunday,786278,Pawnee Dr. (Westbound) Corner Of Sanhill Dr.),0,1,1,21,0,37.379588,-79.198745
Sunday,786289,River Ridge Mall. (Northbound From Red Lobster),1,0,1,23,0,37.365863,-79.174934
Sunday,786294,Rivermont Ave. (Eastbound Corner Of Belmont St.),1,0,1,37,0,37.424684,-79.152803
Sunday,786298,Rivermont Ave. (Eastbound Corner Of D St.),1,1,1,35,0,37.421205,-79.148974
Sunday,786300,Rivermont Ave. (Eastbound Corner Of Langhorne Rd.),1,0,1,13,0,37.438941,-79.181635
Sunday,786305,Rivermont Ave. (Eastbound In Front First Christian Church),0,1,1,12,0,37.439298,-79.182958
Sunday,786306,Rivermont Ave. (Eastbound In Front Of Virginia Baptist Hospital),1,0,1,12,0,37.439178,-79.187541
Sunday,786308,Rivermont Ave. (Outbound Corner Of Irvington St.),1,0,1,19,0,37.434982,-79.161333
Sunday,786309,Rivermont Ave. (Outbound Corner Of Library St.),0,0,1,21,0,37.422294,-79.149995
Sunday,786313,Rivermont Ave. (Westbound Across From Virginia Baptist Hopital),0,1,1,32,0,37.439333,-79.187651
Sunday,786314,Rivermont Ave. (Westbound Corner Of Ash St.),0,1,1,18,0,37.436160,-79.163484
Sunday,786320,Rivermont Ave. (Westbound Corner Of Huron Ave.),0,0,1,18,0,37.434493,-79.160435
Sunday,786323,Rivermont Ave. (Westbound Corner Of Lee Cir.),0,1,1,33,0,37.439621,-79.186148
Sunday,786324,Rivermont Ave. (Westbound Corner Of Oakwood Pl.),0,1,1,31,0,37.439364,-79.189487
Sunday,786326,Rivermont Ave. (Westbound Corner Of Victoria Ave. Across From J St.),0,0,1,22,0,37.425435,-79.152831
Sunday,786330,Rivermont Ave. (Westbound First Stop Past Pershing Ave.),0,1,1,34,0,37.439507,-79.183233
Sunday,786332,Rivermont Ave. (Westbound In Front Of Randolph College),0,1,1,34,0,37.435276,-79.171641
Sunday,786333,Rivermont Ave. (Westbound In Front Of Woodstock Apartments),0,1,1,35,0,37.438091,-79.177251
Sunday,786334,Rivermont Ave. (Westbound Randolph College Entrance),0,1,1,34,0,37.436876,-79.173597
Sunday,786335,Rivermont Avenue (Eastbound Across From Riverside Park),0,0,1,11,0,37.436338,-79.164224
Sunday,786336,Rivermont Avenue (Eastbound Corner Of Faquier Street),1,0,1,13,0,37.432442,-79.157041
Sunday,786368,Sussex St. (Northbound Across St. From Mccausland St.),1,0,1,12,0,37.391129,-79.181220
Sunday,786376,Tate Springs Rd. (Mcgurk House Stop),1,0,1,11,0,37.410183,-79.179814
Sunday,786377,Tate Springs Rd. (Northbound Before Holy Cross School),1,0,1,11,0,37.411292,-79.177939
Sunday,786379,Tate Springs Rd. (Southbound Across From Yorktown Ave.),1,0,1,20,0,37.412011,-79.177468
Sunday,786381,Tate Springs Rd. (Westbound Central Virginia Physicians),1,0,1,19,0,37.413892,-79.173390
Sunday,786413,Twelfth St. (Eastbound Corner Of Taylor St.),0,1,1,34,0,37.407311,-79.149054
Sunday,786422,Ves Rd. (Northbound Across From Ves School Entrance),0,0,1,17,0,37.452404,-79.190077
Sunday,786423,Ves Rd. (Northbound Across From Westminster Nursing Home),1,0,1,17,0,37.450501,-79.189963
Sunday,786429,Wadsworth St. (Eastbound Across From Marsh St.),1,0,1,13,0,37.400910,-79.162091
Sunday,786431,Wadsworth St. (Westbound Corner Of Glenwood St.),0,0,1,20,0,37.401624,-79.163533
Sunday,786446,Wards Rd. (Northbound Hilton Garden Inn),0,0,1,10,0,37.345352,-79.187861
Sunday,786451,Wards Rd. (Northbound Starbucks),1,0,1,13,0,37.351508,-79.184180
Sunday,786473,Yorktown Ave. (Langview Apartments Second Stop),1,0,1,23,0,37.410540,-79.174541
Sunday,786474,Yorktown Ave. (Langview Apartments),1,0,1,22,0,37.411083,-79.175953
Sunday,788279,Sussex St. (Southbound Corner Of Mccausland St. Across From Oakridge Blvd.),0,1,1,22,0,37.391480,-79.181153
Sunday,788299,Pawnee Dr. (Eastbound Across From Sanhill Dr.),1,0,1,10,0,37.379457,-79.198903
Sunday,2501912,Jackson Street and 3rd Street,1,0,1,30,0,37.416455,-79.153343
Sunday,3463384,Campbell Ave and Otey St West,0,0,1,25,0,37.393241,-79.148888
Sunday,3463385,Rivemont and Vista,0,0,1,34,0,37.438802,-79.178632
Sunday,3878402,OLD FOREST RD/IN FRONT OF KW,0,0,1,29,0,37.407330,-79.187830
Sunday,3880733,LONG MEADOWS DR & IGLOE DR (,0,1,1,21,0,37.375480,-79.197460
Sunday,4148394,LANGHORNE RD & KINGSTON AVE,1,0,1,47,0,37.406070,-79.160690
Sunday,4223972,RIVERMONT AVE & COLUMBIA AVE,1,0,1,10,0,37.436890,-79.165250
Sunday,785827,Atherholt Rd. (Culdesac New Orthopedic Center),0,0,0,22,0,37.407781,-79.178222
Sunday,785830,Atherholt Rd. (Eastbound New Doctor's Office Across From Surgery Center),0,0,0,22,0,37.408142,-79.177442
Sunday,785832,Atherholt Rd. (Westbound New Surgery Center),0,0,0,22,0,37.408498,-79.177082
Sunday,785835,Bedford Ave. (Eastbound Corner Of Birch St.),0,0,0,11,0,37.433523,-79.164778
Sunday,785836,Bedford Ave. (Eastbound Corner Of Fauquier St.),0,0,0,15,0,37.430288,-79.158345
Sunday,785843,Bedford Ave. (Westbound Corner Of Cork St.),0,0,0,20,0,37.433145,-79.163868
Sunday,785844,Bedford Ave. (Westbound Corner Of Dinwiddie St.),0,0,0,23,0,37.429716,-79.156471
Sunday,785852,Boonsboro Rd. (Eastbound Across From Greenway Court Second Stop),0,0,0,6,0,37.444617,-79.206729
Sunday,785853,Boonsboro Rd. (Eastbound Across From Greenway Court),0,0,0,6,0,37.444457,-79.208043
Sunday,785854,Boonsboro Rd. (Eastbound Boonsboro Village),0,0,0,6,0,37.445301,-79.214059
Sunday,785855,Boonsboro Rd. (Eastbound Corner Of Arrow St.),0,0,0,8,0,37.441082,-79.196235
Sunday,785856,Boonsboro Rd. (Eastbound Corner Of Cantebury Court),0,0,0,5,0,37.446250,-79.215751
Sunday,785857,Boonsboro Rd. (Eastbound Corner Of Clayton Ave.),0,0,0,8,0,37.443044,-79.201762
Sunday,785858,Boonsboro Rd. (Eastbound Corner Of Linden Ave.),0,0,0,8,0,37.442452,-79.200404
Sunday,785859,Boonsboro Rd. (Eastbound Corner Of Link Rd.),0,0,0,8,0,37.439716,-79.193202
Sunday,785860,Boonsboro Rd. (Eastbound Corner Of Mimosa Dr.),0,0,0,6,0,37.444128,-79.211890
Sunday,785861,Boonsboro Rd. (Eastbound Corner Of Parkland Dr.),0,0,0,8,0,37.441312,-79.197759
Sunday,785863,Boonsboro Rd. (Eastbound Starbucks Stop),0,0,0,5,0,37.447114,-79.217286
Sunday,785864,Boonsboro Rd. (Inbound Corner Of Somerset Dr.),0,0,0,8,0,37.441757,-79.198797
Sunday,785867,Boonsboro Rd. (Westbound Boonsboro Hardware Store Stop),0,0,0,14,0,37.447490,-79.217674
Sunday,785868,Boonsboro Rd. (Westbound Corner Of Gorman Dr.),0,0,0,15,0,37.444242,-79.209903
Sunday,785869,Boonsboro Rd. (Westbound Corner Of Greenway Court Second Stop),0,0,0,15,0,37.444608,-79.207898
Sunday,785870,Boonsboro Rd. (Westbound Corner Of Greenway Court),0,0,0,15,0,37.444741,-79.206360
Sunday,785871,Boonsboro Rd. (Westbound Corner Of Old Boonsboro Rd.),0,0,0,14,0,37.445287,-79.213732
Sunday,785881,Buchanan and 12th St,0,0,0,26,0,37.404911,-79.153894
Sunday,785885,Buena Vista St. (Eastbound Corner Of Main St.),0,0,0,30,0,37.403625,-79.132450
Sunday,785887,Cabell St. (Corner Of G St.),0,0,0,27,0,37.424774,-79.147858
Sunday,785897,Campbell Ave. (Eastbound Corner Of King St.),0,0,0,20,0,37.382499,-79.140086
Sunday,785910,Campbell Ave. (Westbound Corner Of Hughes Ave.),0,0,0,22,0,37.388493,-79.144861
Sunday,785912,Campbell Ave. (Westbound Corner Of King St.),0,0,0,17,0,37.382689,-79.140141
Sunday,785915,Campbell Ave. (Westbound Corner Of Texas Ave.),0,0,0,17,0,37.382270,-79.138505
Sunday,785917,Campbell Ave. (Westbound First Stop After Going Over Lynchburg Expressway Going Toward Twelfth St.),0,0,0,24,0,37.399656,-79.154582
