Day of Week,Stop ID,Stop Name,Total On,Total Off,Total Activity,Cumulative Load,Wheelchair,Lat,Lon
Saturday,786153,Langhorne Rd. (Westbound Corner Of Clifton St.),0,0,1,91,0,37.413764,-79.179746
Saturday,786156,Langhorne Rd. (Westbound Law Offices Across From Jewish Synagogue),1,0,1,89,0,37.413616,-79.184493
Saturday,786158,Langhorne Rd. (WestboundCorner Of Miller Dr.),1,0,1,93,0,37.408374,-79.164310
Saturday,786169,Long Meadows Dr. (Southbound Before Intersection With Fort Ave.),0,0,1,30,0,37.370811,-79.197249
Saturday,786173,Main St. (Corner Of Pearl St.),1,0,1,96,1,37.409636,-79.137567
Saturday,786181,Main St. (Westbound Corner Of Pine St.),1,0,1,50,0,37.406965,-79.135181
Saturday,786202,Murrell Rd. (Westbound Apartments Right Off Of Langhorne Rd.),0,0,1,39,0,37.409502,-79.168645
Saturday,786212,Oakley Avenue And Macon Street (Westbound),1,0,1,13,0,37.402468,-79.177249
Saturday,786217,Old Forest Rd. (Northbound Across From Devonshire Rd.),0,0,1,51,0,37.413984,-79.210779
Saturday,786219,Old Forest Rd. (Northbound Across From Timber Court),1,1,1,17,0,37.409035,-79.215135
Saturday,786220,Old Forest Rd. (Northbound Corner Of Forest Brook Rd.),0,0,1,17,0,37.410713,-79.212747
Saturday,786224,Old Forest Rd. (Northbound Corner Of West St.),1,0,1,52,0,37.415522,-79.204837
Saturday,786226,Old Forest Rd. (Northbound In Front Of Dairy Queen),1,0,1,51,0,37.414465,-79.208310
Saturday,786244,Old Forest Rd. (Westbound Intersection Of Link Rd.),0,1,1,82,0,37.414889,-79.207037
Saturday,786245,Old Forest Rd. (Westbound Sterling Park Apartments,0,1,1,53,0,37.408107,-79.217056
Saturday,786259,Park Ave. (Eastbound Corner Of Park Ln.),0,0,1,70,0,37.404255,-79.164761
Saturday,786278,Pawnee Dr. (Westbound) Corner Of Sanhill Dr.),0,1,1,35,0,37.379588,-79.198745
Saturday,786284,Pulaski St. (Hunt St. Dearington Apartments),0,0,1,31,0,37.417088,-79.162422
Saturday,786294,Rivermont Ave. (Eastbound Corner Of Belmont St.),1,0,1,56,0,37.424684,-79.152803
Saturday,786308,Rivermont Ave. (Outbound Corner Of Irvington St.),0,1,1,31,0,37.434982,-79.161333
Saturday,786309,Rivermont Ave. (Outbound Corner Of Library St.),1,1,1,32,0,37.422294,-79.149995
Saturday,786314,Rivermont Ave. (Westbound Corner Of Ash St.),1,1,1,30,0,37.436160,-79.163484
Saturday,786318,Rivermont Ave. (Westbound Corner Of Easton Ave.),1,0,1,31,0,37.432513,-79.156800
Saturday,786320,Rivermont Ave. (Westbound Corner Of Huron Ave.),0,0,1,31,0,37.434493,-79.160435
Saturday,786323,Rivermont Ave. (Westbound Corner Of Lee Cir.),0,1,1,53,0,37.439621,-79.186148
Saturday,786324,Rivermont Ave. (Westbound Corner Of Oakwood Pl.),1,1,1,51,0,37.439364,-79.189487
Saturday,786326,Rivermont Ave. (Westbound Corner Of Victoria Ave. Across From J St.),0,1,1,32,0,37.425435,-79.152831
Saturday,786329,Rivermont Ave. (Westbound Entrance Of Riverside Park),0,0,1,31,0,37.436906,-79.165061
Saturday,786335,Rivermont Avenue (Eastbound Across From Riverside Park),0,1,1,19,0,37.436338,-79.164224
Saturday,786338,Rivermont Avenue (Eastbound Corner Of Loudon Street),1,0,1,20,0,37.434960,-79.161714
Saturday,786377,Tate Springs Rd. (Northbound Before Holy Cross School),1,0,1,16,0,37.411292,-79.177939
Saturday,786380,Tate Springs Rd. (Southbound Across St. From Landover Pl.),0,0,1,34,0,37.412712,-79.176684
Saturday,786396,Timberlake Rd. (Social Security Office Parking Lot),0,0,1,1,0,37.354524,-79.221578
Saturday,786415,Twelfth St. (Outbound Across From Polk St.),0,1,1,55,0,37.408123,-79.147591
Saturday,786419,Twelfth St. (Westbound Corner Of Polk St.),0,0,1,42,0,37.408214,-79.147688
Saturday,786427,Ves Rd. (Southbound Corner Of Westminster Nursing Home),0,1,1,6,0,37.450494,-79.190094
Saturday,786430,Wadsworth St. (Eastbound Corner Of Glenwood St.),1,1,1,23,0,37.401622,-79.163767
Saturday,786431,Wadsworth St. (Westbound Corner Of Glenwood St.),1,0,1,76,0,37.401624,-79.163533
Saturday,786462,Waterlick Road (Startek Stop),0,1,1,1,0,37.329677,-79.249985
Saturday,786473,Yorktown Ave. (Langview Apartments Second Stop),1,0,1,37,0,37.410540,-79.174541
Saturday,788299,Pawnee Dr. (Eastbound Across From Sanhill Dr.),1,0,1,14,0,37.379457,-79.198903
Saturday,2501911,Jackson Street and Garland Street,0,0,1,49,0,37.418650,-79.155372
Saturday,2505493,Downtown YMCA/Lighthouse Stop,0,1,1,45,0,37.410102,-79.139573
Saturday,3463384,Campbell Ave and Otey St West,0,1,1,77,0,37.393241,-79.148888
Saturday,3463385,Rivemont and Vista,0,1,1,54,0,37.438802,-79.178632
Saturday,3878401,OLD FOREST RD/ACROSS FROM KW,0,1,1,85,0,37.407820,-79.187730
Saturday,3878402,OLD FOREST RD/IN FRONT OF KW,1,0,1,53,0,37.407330,-79.187830
Saturday,3878403,HILL ST/ACROSS FROM CLEARBRO,0,0,1,87,0,37.410850,-79.187230
Saturday,3880727,PERRYMONT AVE ACROSS FROM PE,1,0,1,35,0,37.390200,-79.187320
Saturday,3880728,PERRYMONT AVE & THOMAS RD (O,0,1,1,35,0,37.392010,-79.188740
Saturday,3880733,LONG MEADOWS DR & IGLOE DR (,0,1,1,34,0,37.375480,-79.197460
Saturday,4146994,LAKESIDE DR/FOREST HILL CEME,0,1,1,61,0,37.398730,-79.215080
Saturday,4148399,OLD FOREST RD/LYNCHBURG GYNE,0,1,1,85,0,37.415400,-79.202800
Saturday,785815,16th St. & Wise St. (Outbound),0,0,0,46,0,37.403425,-79.147370
Saturday,785827,Atherholt Rd. (Culdesac New Orthopedic Center),0,0,0,37,0,37.407781,-79.178222
Saturday,785830,Atherholt Rd. (Eastbound New Doctor's Office Across From Surgery Center),0,0,0,37,0,37.408142,-79.177442
Saturday,785832,Atherholt Rd. (Westbound New Surgery Center),0,0,0,37,0,37.408498,-79.177082
Saturday,785835,Bedford Ave. (Eastbound Corner Of Birch St.),0,0,0,21,0,37.433523,-79.164778
Saturday,785844,Bedford Ave. (Westbound Corner Of Dinwiddie St.),0,0,0,37,0,37.429716,-79.156471
Saturday,785852,Boonsboro Rd. (Eastbound Across From Greenway Court Second Stop),0,0,0,10,0,37.444617,-79.206729
Saturday,785853,Boonsboro Rd. (Eastbound Across From Greenway Court),0,0,0,10,0,37.444457,-79.208043
Saturday,785854,Boonsboro Rd. (Eastbound Boonsboro Village),0,0,0,10,0,37.445301,-79.214059
Saturday,785855,Boonsboro Rd. (Eastbound Corner Of Arrow St.),0,0,0,14,0,37.441082,-79.196235
Saturday,785856,Boonsboro Rd. (Eastbound Corner Of Cantebury Court),0,0,0,9,0,37.446250,-79.215751
Saturday,785857,Boonsboro Rd. (Eastbound Corner Of Clayton Ave.),0,0,0,14,0,37.443044,-79.201762
Saturday,785858,Boonsboro Rd. (Eastbound Corner Of Linden Ave.),0,0,0,14,0,37.442452,-79.200404
Saturday,785859,Boonsboro Rd. (Eastbound Corner Of Link Rd.),0,0,0,15,0,37.439716,-79.193202
Saturday,785860,Boonsboro Rd. (Eastbound Corner Of Mimosa Dr.),0,0,0,10,0,37.444128,-79.211890
Saturday,785861,Boonsboro Rd. (Eastbound Corner Of Parkland Dr.),0,0,0,14,0,37.441312,-79.197759
Saturday,785863,Boonsboro Rd. (Eastbound Starbucks Stop),0,0,0,9,0,37.447114,-79.217286
Saturday,785864,Boonsboro Rd. (Inbound Corner Of Somerset Dr.),0,0,0,14,0,37.441757,-79.198797
Saturday,785867,Boonsboro Rd. (Westbound Boonsboro Hardware Store Stop),0,0,0,24,0,37.447490,-79.217674
Saturday,785868,Boonsboro Rd. (Westbound Corner Of Gorman Dr.),0,0,0,24,0,37.444242,-79.209903
Saturday,785869,Boonsboro Rd. (Westbound Corner Of Greenway Court Second Stop),0,0,0,24,0,37.444608,-79.207898
Saturday,785870,Boonsboro Rd. (Westbound Corner Of Greenway Court),0,0,0,24,0,37.444741,-79.206360
Saturday,785881,Buchanan and 12th St,0,0,0,42,0,37.404911,-79.153894
Saturday,785885,Buena Vista St. (Eastbound Corner Of Main St.),0,0,0,48,0,37.403625,-79.132450
Saturday,785897,Campbell Ave. (Eastbound Corner Of King St.),0,0,0,70,0,37.382499,-79.140086
Saturday,785912,Campbell Ave. (Westbound Corner Of King St.),0,0,0,26,0,37.382689,-79.140141
Saturday,785915,Campbell Ave. (Westbound Corner Of Texas Ave.),0,0,0,26,0,37.382270,-79.138505
Saturday,785930,Caroline St. (Westbound Corner Of Stoneridge St.),0,0,0,30,0,37.414559,-79.162465
Saturday,785952,Clay St. (Inbound Corner Of Eighth St.),0,0,0,3,0,37.414000,-79.145564
Saturday,785953,Clay St. (Northbound Corner Of Ninth St.),0,0,0,14,0,37.413256,-79.144867
Saturday,785954,Clay St. (Northbound Corner Of Tenth St.),0,0,0,27,0,37.412440,-79.144148
Saturday,785977,Eighth St. (Westbound Corner Of Madison St.),0,0,0,3,0,37.413746,-79.146609
Saturday,785979,Eighth St. (Westbound Corner Of Polk St.),0,0,0,37,0,37.411524,-79.150590
Saturday,785983,Eighth Street (Eastbound Corner Of Monroe St.),0,0,0,42,0,37.411023,-79.151329
Saturday,785984,Eighth Street (Eastbound Corner Of Polk St.),0,0,0,42,0,37.411555,-79.150402
Saturday,785987,Eighth Street (Outbound Corner Of Wise St.),0,0,0,43,0,37.410008,-79.153161
Saturday,785988,Eldon St. (Southbound Corner Of Memorial Ave. Across Street From West Lynchburg Baptist Church),0,0,0,18,0,37.396725,-79.171175
Saturday,786000,Federal St. (Eastbound Corner Of 3rd St.),0,0,0,51,0,37.416762,-79.152282
Saturday,786015,Fifth St. (Westbound Corner Of Wise St.),0,0,0,51,0,37.412658,-79.155141
Saturday,786026,Florida Ave. (Southbound Across From Winston Ridge Rd.),0,0,0,24,0,37.386948,-79.131311
Saturday,786036,Fort Ave. (Eastbound Across From Sandusky Dr.),0,0,0,1,0,37.373315,-79.192412
Saturday,786037,Fort Ave. (Eastbound Corner Of Belfast St.),0,0,0,1,0,37.374610,-79.188441
Saturday,786039,Fort Ave. (Eastbound Corner Of John Lynch Pl.),0,0,0,1,0,37.372292,-79.194123
Saturday,786040,Fort Ave. (Eastbound Corner Of Quaker Parkway Across From Coronado Ln.),0,0,0,1,0,37.373722,-79.191103
Saturday,786052,Fort Ave. (Northbound First City Stadium Stop Across From East Grand Ave.),0,0,0,78,0,37.393440,-79.168768
Saturday,786054,Fort Ave. (Northbound Novell St.),0,0,0,83,0,37.389190,-79.173270
Saturday,786066,Fort Ave. (Westbound Fort Hill Shopping Center Exit),0,0,0,2,0,37.372117,-79.195017
Saturday,786068,Fort Ave. (Westbound Lindsay St.),0,0,0,143,0,37.378006,-79.184524
Saturday,786074,Fort Hill (Westbound Marathon Gas Station Right Past Fort Hill Shopping Center),0,0,0,2,0,37.371127,-79.195975
Saturday,786105,Hillcrest Ave. (Westbound Corner Of Page St.),0,0,0,31,0,37.412150,-79.166352
Saturday,786108,Lakeside Dr. (Eastbound Across From Little Dickens Bookstore),0,0,0,7,0,37.399100,-79.210324
Saturday,786109,Lakeside Dr. (Eastbound Across From Ralph's Green Grocery Stand),0,0,0,11,0,37.401564,-79.200158
Saturday,786111,Lakeside Dr. (Eastbound Across From Zip Gas),0,0,0,7,0,37.398070,-79.217919
Saturday,786112,Lakeside Dr. (Eastbound Corner Of Faculty Dr.),0,0,0,11,0,37.401695,-79.190078
Saturday,786113,Lakeside Dr. (Eastbound Corner Of Hood St.),0,0,0,12,0,37.402560,-79.179461
Saturday,786117,Lakeside Dr. (Eastbound Moose Lodge),0,0,0,7,0,37.398561,-79.215524
Saturday,786120,Lakeside Dr. (Outbound Corner Of Whitehall Rd.),0,0,0,60,0,37.397823,-79.219984
Saturday,786123,Lakeside Dr. (Westbound Corner Of Demott St.),0,0,0,65,0,37.401804,-79.189746
Saturday,786128,Lakeside Dr. (Westbound Veteren's Affairs),0,0,0,65,0,37.401468,-79.200595
Saturday,786133,Langhorne Ln. (Eastbound Corner Of Eldon St.),0,0,0,17,0,37.397231,-79.172145
Saturday,786134,Langhorne Ln. (Eastbound Corner Of Wilson Ave.),0,0,0,17,0,37.397002,-79.173426
Saturday,786135,Langhorne Ln. (Eastbound Corner Of Wingfield Ave.),0,0,0,17,0,37.396448,-79.177223
Saturday,786136,Langhorne Ln. (Westbound Across From Albemarle St.),0,0,0,36,0,37.396835,-79.175112
Saturday,786138,Langhorne Ln. (Westbound First Stop After Turning Off Eldon St.),0,0,0,36,0,37.397293,-79.172298
Saturday,786139,Langhorne Rd. (Eastbound Across From Clifton St.),0,0,0,65,0,37.413613,-79.179803
Saturday,786143,Langhorne Rd. (Eastbound Ec Glass Student Parking Lot),0,0,0,64,0,37.410040,-79.167205
Saturday,786148,Langhorne Rd. (Eastbound Right Before Cvs),0,0,0,64,0,37.412099,-79.171978
Saturday,786155,Langhorne Rd. (Westbound Corner Of Middlesex Ave.),0,0,0,93,0,37.411285,-79.169411
Saturday,786168,Long Meadows Dr. (Eastbound Corner Of Pawtucket Dr.),0,0,0,35,0,37.377393,-79.200853
Saturday,786180,Main St. (Westbound Across From Oak St.),0,0,0,48,0,37.404658,-79.133121
Saturday,786204,Murrell Rd. (Westbound The Oaks Retirement Home),0,0,0,39,1,37.407676,-79.171139
Saturday,786208,Oakley Ave. (Eastbound First Stop On Oakley From Richmond St.),0,0,0,66,0,37.399626,-79.172444
Saturday,786210,Oakley Ave. (Westbound Corner Of Richmond St.),0,0,0,66,0,37.400322,-79.173368
Saturday,786218,Old Forest Rd. (Northbound Across From Oak Hill Ave.),0,0,0,53,0,37.410679,-79.195501
Saturday,786221,Old Forest Rd. (Northbound Corner Of Hollywood Dr.),0,0,0,17,0,37.405329,-79.220278
Saturday,786227,Old Forest Rd. (Northbound Right Before Left Hand Turn Onto Expressway),0,0,0,16,0,37.400262,-79.223123
Saturday,786233,Old Forest Rd. (Westbound Across From Legacy Oakes Pl.),0,0,0,85,0,37.412058,-79.199225
Saturday,786235,Old Forest Rd. (Westbound Corner Of Chapel Ln.),0,0,0,52,0,37.399879,-79.223555
Saturday,786238,Old Forest Rd. (Westbound Corner Of Oak Hill Ave.),0,0,0,85,0,37.411008,-79.196110
Saturday,786239,Old Forest Rd. (Westbound Corner Of Range St.),0,0,0,85,0,37.409279,-79.193171
Saturday,786240,Old Forest Rd. (Westbound Corner Of Richeson Dr.),0,0,0,52,0,37.404125,-79.221179
Saturday,786241,Old Forest Rd. (Westbound Corner Of Wiggington Rd.),0,0,0,52,0,37.406005,-79.220061
Saturday,786253,Page St. (Northbound Corner Of Atherholt Rd.),0,0,0,31,0,37.413341,-79.169678
Saturday,786254,Page St. (Northbound Corner Of Tate Springs Rd.),0,0,0,31,0,37.414456,-79.171339
Saturday,786255,Page St. (Westbound Past Atherholt Rd. Toward Lynchburg General Main Campus),0,0,0,31,0,37.413755,-79.170577
Saturday,786276,Pawnee Dr. (Westbound) Across From Longmeadows Dr.),0,0,0,35,0,37.378387,-79.202050
Saturday,786277,Pawnee Dr. (Westbound) Across From Sandusky Dr._Where The Two Roads Split),0,0,0,35,0,37.379672,-79.196713
Saturday,786286,River Ridge Mall (Exit Onto Candlers Mt. Rd. Past Red Lobster),0,0,0,95,0,37.366525,-79.174229
Saturday,786290,Rivermont Ave. (Eastbound Across From Library St.),0,0,0,56,0,37.422250,-79.150289
Saturday,786291,Rivermont Ave. (Eastbound Across From Ves Rd.),0,0,0,21,0,37.439248,-79.190340
Saturday,786295,Rivermont Ave. (Eastbound Corner Of Belvedere St.),0,0,0,27,0,37.437283,-79.174598
Saturday,786301,Rivermont Ave. (Eastbound Corner Of Norfolk Ave.),0,0,0,32,0,37.435065,-79.171622
Saturday,786302,Rivermont Ave. (Eastbound Corner Of Rivermont Terrace),0,0,0,23,0,37.439453,-79.184697
Saturday,786303,Rivermont Ave. (Eastbound Corner Of Rowland Dr.),0,0,0,28,0,37.437889,-79.177237
Saturday,786305,Rivermont Ave. (Eastbound In Front First Christian Church),0,0,0,23,0,37.439298,-79.182958
Saturday,786307,Rivermont Ave. (Inbound Corner Of Bedford Ave.),0,0,0,19,0,37.435601,-79.168595
Saturday,786312,Rivermont Ave. (Westbound Across From Rivermont Terrace),0,0,0,53,0,37.439621,-79.184942
Saturday,786321,Rivermont Ave. (Westbound Corner Of Jones St.),0,0,0,32,0,37.423370,-79.151375
Saturday,786330,Rivermont Ave. (Westbound First Stop Past Pershing Ave.),0,0,0,53,0,37.439507,-79.183233
Saturday,786343,Sandusky Dr. (Southbound Across From Kanawha Rd. ),0,0,0,35,0,37.380415,-79.194859
Saturday,786344,Sandusky Dr. (Southbound Corner Of Crawford Rd.),0,0,0,35,0,37.383750,-79.194983
Saturday,786369,Sussex St. (Northbound Corner Of Warren Ave.),0,0,0,17,0,37.393082,-79.180018
Saturday,786370,Sussex St. (Northbound Corner Of Yeardley Ave.),0,0,0,17,0,37.395548,-79.178583
Saturday,786371,Sussex St. (Northbound Midblock Between Biltmore Ave And Oakridge Blvd.),0,0,0,15,0,37.389171,-79.181210
Saturday,786383,Tate Springs Rd. (Westbound Corner Of Thomson Dr.),0,0,0,32,0,37.414386,-79.172054
Saturday,786384,Thomas Rd. (Westbound Across From Meadowview Dr.),0,0,0,35,0,37.390823,-79.192732
Saturday,786385,Thomas Rd. (Westbound Across From Oakdale Dr.),0,0,0,35,0,37.389009,-79.195127
Saturday,786388,Thomas Rd. (Westbound First Stop Past Westchester Dr.),0,0,0,35,0,37.391699,-79.190848
Saturday,786391,Timberlake Rd. (Eastbound Corner Of Misty Mountain Rd.),0,0,0,1,0,37.360469,-79.212381
Saturday,786392,Timberlake Rd. (Eastbound Right Before Bethlehem Church),0,0,0,1,0,37.358668,-79.216523
Saturday,786393,Timberlake Rd. (Eastbound Right Before Leesville Rd.),0,0,0,1,0,37.362281,-79.209444
Saturday,786394,Timberlake Rd. (Eastbound Timber Ridge Apartments First Stop),0,0,0,1,0,37.356757,-79.219525
Saturday,786395,Timberlake Rd. (Eastbound Timber Ridge Apartments Second Stop),0,0,0,1,0,37.357764,-79.218163
Saturday,786397,Timberlake Rd. (The Vistas Apartments Across From Roundelay Rd.),0,0,0,1,0,37.355277,-79.220640
Saturday,786398,Timberlake Rd. (Westbound Across From Misty Mountain Rd.),0,0,0,2,0,37.360408,-79.212992
Saturday,786399,Timberlake Rd. (Westbound Corner Of Middleview St.),0,0,0,2,0,37.361945,-79.210526
Saturday,786400,Timberlake Rd. (Westbound Corner Of Wood Rd.),0,0,0,2,0,37.347433,-79.232871
Saturday,786401,Timberlake Rd. (Westbound In Front Of Bojangles),0,0,0,2,0,37.352175,-79.227097
Saturday,786402,Timberlake Rd. (Westbound In Front Of Dairy Queen),0,0,0,2,0,37.349451,-79.231031
Saturday,786403,Timberlake Road And Dav Store (Eastbound),0,0,0,0,0,37.343460,-79.234983
Saturday,786404,Timberlake Road And Greenview Drive (Westbound) Lynchburg Credit Union,0,0,0,2,0,37.344059,-79.234999
Saturday,786405,Timberlake Road And Jordan Drive (Eastbound),0,0,0,0,0,37.333838,-79.242490
Saturday,786406,Timberlake Road And Jordan Drive (Westbound),0,0,0,2,0,37.334053,-79.242715
Saturday,786407,Timberlake Road And Silverspring Road (Westbound),0,0,0,2,0,37.338100,-79.239490
Saturday,786408,Timberlake Road And Silversprings Drive (Eastbound),0,0,0,0,0,37.338220,-79.238984
Saturday,786424,Ves Rd. (Northbound Corner Of Pine Dr.),0,0,0,25,0,37.446771,-79.188533
Saturday,786425,Ves Rd. (Southbound Across From Pine Dr.),0,0,0,6,0,37.446986,-79.188692
Saturday,786426,Ves Rd. (Southbound Corner Of Ves School),0,0,0,7,0,37.452831,-79.189636
Saturday,786428,Ves Rd. (Southbound Corner of Peakland Pl.),0,0,0,6,0,37.439785,-79.190646
Saturday,786469,Woodrow St. (Outbound Corner Of Parkwood Ave.),0,0,0,14,0,37.379251,-79.136904
Saturday,786475,Yorktown Ave. (Westbound Corner Of Atherholt Rd.),0,0,0,37,0,37.410110,-79.173420
Saturday,788278,Sussex St. (Southbound Across From Perry Ave.),0,0,0,36,0,37.394234,-79.179493
Saturday,788280,Sussex St. (Southbound Midblock Between Biltmore Ave. And Oakridge Blvd.),0,0,0,36,0,37.388895,-79.181319
Saturday,788281,Sussex St. (Southbound Corner Of Biltmore Ave.),0,0,0,36,0,37.387501,-79.182417
Saturday,788289,Fort Ave. (Westbound Across From Moseley Dr.),0,0,0,1,0,37.374640,-79.188801
Saturday,788290,Fort Ave. (Westbound Corner Of Heath Ave.),0,0,0,1,0,37.374073,-79.190512
Saturday,788291,Fort Ave. (Westbound Corner Of Sandusky Dr.),0,0,0,1,0,37.373562,-79.192228
Saturday,788298,Long Meadows Dr. (Westbound Across From Pawtucket Dr.),0,0,0,14,0,37.377558,-79.200951
Saturday,788300,Sandusky Dr. (Eastbound Corner Of Pawnee Dr.),0,0,0,15,0,37.379579,-79.196539
Saturday,788301,Sandusky Dr. (Inbound Corner Of Kanawha Rd.),0,0,0,15,0,37.380511,-79.194702
Saturday,788302,Sandusky Dr. (Northbound Corner Of Crawford Rd.),0,0,0,15,0,37.383931,-79.194881
Saturday,788303,Sandusky Dr. (Northbound Across From Rhonda Rd.),0,0,0,15,0,37.386631,-79.195296
Saturday,788304,Sandusky Dr. (Northbound Corner Of Oakdale Dr.),0,0,0,15,0,37.389358,-79.194755
Saturday,788305,Greenwood Dr. (Eastbound First Stop Past Meadowview Dr.),0,0,0,15,0,37.391192,-79.191665
Saturday,2505564,Fort Ave. Lynchburg Pawn Westbound,0,0,0,32,0,37.369869,-79.197757
Saturday,3478115,Timberlake Rd. Just Beyond Burger King (Inbound),0,0,0,0,0,37.335125,-79.241493
Saturday,3880726,PERRYMONT AVE & ALEXANDER ST,0,0,0,35,0,37.387970,-79.184710
Saturday,4147495,TIMBERLAKE RD/IN FRONT OF U-,0,0,0,2,0,37.358960,-79.216470
Saturday,4147496,TIMBERLAKE RD/ACROSS FROM TI,0,0,0,2,0,37.357140,-79.219350
Saturday,4147497,TIMBERLAKE RD/IN FRONT OF CR,0,0,0,2,0,37.355400,-79.221830
Saturday,4147498,TIMBERLAKE RD/ IN FRONT OF L,0,0,0,0,0,37.347260,-79.232410
Saturday,4147499,TIMBERLAKE RD / IN FRONT OF,0,0,0,0,0,37.349550,-79.229640
Saturday,4149416,MAPLE RIDGE APARTMENTS MAILB,0,0,0,5,4,37.450730,-79.182730
