Day of Week,Route,Direction,Stop ID,Stop Seq ID,Stop Name,Total On,Total Off,Total Activity,Cumulative Load,Wheelchair
,,,,,,,,,,
Weekday,1A,Outbound,785809,1,Kemper Street Transfer Center,32,31,63,39,1,37.408105,-79.157322
Weekday,1B,Outbound,785809,1,Kemper Street Transfer Center,14,14,28,23,0,37.408105,-79.157322
Weekday,1A,Outbound,786107,2,Kemper and 13th St,1,3,4,55,0,37.403339,-79.154050
Weekday,1B,Outbound,786263,2,Buchanan St. ( Outbound From The Transfer Station),9,9,18,28,0,37.407462,-79.156373
Weekday,1A,Outbound,785812,3,15Th St. & Buchanan St. (Outbound),0,1,2,55,0,37.402122,-79.151860
Weekday,1B,Outbound,786271,3,Park Ave. (Westbound Place Stop Across From Corner Of Hutters Alley),1,1,1,28,0,37.404998,-79.158731
Weekday,1A,Outbound,785813,4,15Th St. & Pierce St. (Outbound),1,2,3,54,0,37.402707,-79.150791
Weekday,1B,Outbound,786270,4,Park Ave. (Westbound In Front Of Park Ave. Baptist Church),1,1,2,27,0,37.404489,-79.163290
Weekday,1A,Outbound,786018,5,Fillmore St. (Southbound Corner Of 16th St.),1,1,1,54,0,37.402600,-79.149228
Weekday,1B,Outbound,786267,5,Park Ave. (Westbound Across From Euclid Ave.),0,0,0,27,0,37.404304,-79.165293
Weekday,1A,Outbound,785816,6,16Th St.& Floyd St. (Outbound),2,3,5,53,0,37.402937,-79.148217
Weekday,1B,Outbound,3478097,6,Wadsworth St. Outbound (Across from Park View United Methodist Church),1,2,3,26,0,37.403013,-79.166838
Weekday,1A,Outbound,785815,7,16th St. & Wise St. (Outbound),0,0,0,53,0,37.403425,-79.147370
Weekday,1B,Outbound,786281,7,Plaza Transfer Center,6,8,14,25,0,37.404307,-79.168678
Weekday,1A,Outbound,785819,8,16th St. & Taylor St. (Outbound),2,2,4,53,0,37.403967,-79.146402
Weekday,1B,Outbound,786199,8,Mid Plaza (Centra Lynchburg Family Medicine),0,1,1,24,0,37.405236,-79.171148
Weekday,1A,Outbound,785818,9,16th St. & Monroe St. (Outbound),2,3,5,53,0,37.404478,-79.145508
Weekday,1B,Outbound,786171,9,Lower Plaza (Lynchburg Health Department),1,2,3,24,0,37.404733,-79.173270
Weekday,1A,Outbound,785817,10,16th St. & Grace St. (Outbound),1,2,4,52,0,37.405417,-79.143921
Weekday,1B,Outbound,786200,10,Murrel Rd. (Eastbound Entrance Of Lakeside Plaza Near Ec. Glass High Entrance),0,0,1,24,0,37.407791,-79.170741
Weekday,1A,Outbound,786081,11,Grace St. (Southbound Corner Of 17Th St.),1,1,1,52,0,37.405054,-79.143657
Weekday,1B,Outbound,786201,11,Murrel Rd. (Eastbound Entrance To Ec Glass High Parking Lot),0,1,1,24,0,37.409403,-79.168540
Weekday,1A,Outbound,786082,12,Grace St. (Southbound Corner Of Knight St.),1,1,2,52,0,37.403992,-79.143705
Weekday,1B,Outbound,786154,12,Langhorne Rd. (Westbound Corner Of Hillcrest Ave.),0,0,0,24,0,37.410834,-79.168228
Weekday,1A,Outbound,786076,13,Grace St. (Eastbound Across From Locust St.),1,1,2,52,0,37.403341,-79.142079
Weekday,1B,Outbound,786155,13,Langhorne Rd. (Westbound Corner Of Middlesex Ave.),0,0,0,24,0,37.411285,-79.169411
Weekday,1A,Outbound,786078,14,Grace St. (Eastbound Before Robins Rd.),3,7,10,49,0,37.402715,-79.140003
Weekday,1B,Outbound,786157,14,Langhorne Rd. (Westbound Stop Before Intersection With Atherholt Rd.),0,0,0,24,0,37.411615,-79.170223
Weekday,1A,Outbound,786409,15,Tritek/KDC One,7,11,18,21,0,37.399697,-79.142526
Weekday,1B,Outbound,785826,15,Atherhold Rd. (Westbound Right Past Cvs),1,3,4,22,0,37.411357,-79.171646
Weekday,1A,Outbound,786077,16,Grace St. (Eastbound Across Street From Maple St.),0,1,1,46,0,37.402142,-79.138497
